#class tools::wcsv::ntuple
#title Edep and TrackL
#separator 44
#vector_separator 59
#column double Eabs
#column double Egap
#column double Labs
#column double Lgap
0,0,0,0
0.0873285,0,0.0280981,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0883608,0,0.0287379,0
0.0878641,0,0.0284294,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0874536,0,0.0266284,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0885831,0,0.0288764,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0879025,0,0.0341712,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0866873,0,0.0277035,0
0.0835627,0,0.025811,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0884481,0,0.0350455,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0887529,0,0.0268642,0
0,0,0,0
0.0890266,0,0.0291534,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0856718,0,0.0270828,0
0,0,0,0
0.090547,0,0.0301107,0
0,0,0,0
0.0881582,0,0.0286119,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0857329,0,0.0340501,0
0,0,0,0
0,0,0,0
0.0885867,0,0.0230761,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0871005,0,0.0213682,0
0,0,0,0
0,0,0,0
0.0862354,0,0.0274267,0
0,0,0,0
0.0866658,0,0.0195104,0
0,0,0,0
0,0,0,0
0.0889883,0,0.0291295,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.089535,0,0.0294722,0
0,0,0,0
0.0869911,0,0.0278902,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.087716,0,0.0345557,0
0,0,0,0
0,0,0,0
0.0866143,0,0.0276587,0
0,0,0,0
0.0878347,0,0.0284111,0
0,0,0,0
0.0834629,0,0.0257514,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0869645,0,0.0270644,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0897478,0,0.029606,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0879943,0,0.0285101,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0868085,0,0.0277779,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0889859,0,0.0291279,0
0.0872053,0,0.0280221,0
0,0,0,0
0,0,0,0
0.0857489,0,0.0271297,0
0,0,0,0
0.088154,0,0.0286093,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0863687,0,0.0275082,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0877402,0,0.0283526,0
0,0,0,0
0,0,0,0
0.0866251,0,0.0276653,0
0,0,0,0
0,0,0,0
0.0883627,0,0.0234307,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0860532,0,0.0273153,0
0.0826317,0,0.025257,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0880698,0,0.028557,0
0.0850475,0,0.0329102,0
0.0871675,0,0.0279988,0
0,0,0,0
0.0866018,0,0.027651,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0887523,0,0.028982,0
0,0,0,0
0,0,0,0
0.0845738,0,0.0182705,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0854182,0,0.0269287,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0867627,0,0.0277497,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0835294,0,0.0257911,0
0,0,0,0
0,0,0,0
0.0873182,0,0.0248208,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0866509,0,0.0264347,0
0.0849864,0,0.0229203,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0892461,0,0.0292909,0
0.0905816,0,0.0301327,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0895504,0,0.0294819,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0861479,0,0.0268225,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0875717,0,0.0287312,0
0,0,0,0
0,0,0,0
0.0879464,0,0.0284804,0
0.0870568,0,0.0279306,0
0,0,0,0
0,0,0,0
0.0874255,0,0.0197479,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0871947,0,0.0280156,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0873991,0,0.0255004,0
0,0,0,0
0,0,0,0
0.0879048,0,0.0213533,0
0,0,0,0
0.0873648,0,0.0281205,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0865735,0,0.0276336,0
0,0,0,0
0,0,0,0
0.087764,0,0.0283673,0
0,0,0,0
0,0,0,0
0.084826,0,0.02657,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0866233,0,0.0220987,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.086457,0,0.022092,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0881285,0,0.0285935,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0845798,0,0.0324873,0
0,0,0,0
0,0,0,0
0.0884764,0,0.0288099,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
